Gene	NC_1	NC_2	NC_3	BeforeSurgery_1	BeforeSurgery_2	BeforeSurgery_3	AfterSurgery_1	AfterSurgery_2	AfterSurgery_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRRAP	1.82424084909801	2.10759320969403	0.695673145897094	0.654100567156972	2.5560015933754	2.52652433120015	0.654695545946592	0.655897786804482	1.67887082576418	4.5266355859808	-0.236189498421626	1.97261817706745	-0.119734017037576	0.90469385249514	0.958322611792532
TRUB2	-0.274619153982485	-0.262258716279074	0.681354627442688	0.0612139425859107	0.320237282323284	0.0205243889585761	0.0626803287032554	0.319550062466703	0.00943428985099312	1.23063753489268	0.0999916482465012	1.67809864775053	0.059586275443663	0.952485149554611	NA
TSACC	-1.01209091398453	-0.966997271108404	-1.00027782032808	-1.0770157644178	0.104858364055552	-1.08476324331314	0.245817972430305	-1.07616712749877	-1.08685722793099	0.937865670170417	-2.53833694743552	3.46410559811318	-0.732753917437763	0.463708532349963	NA
TSC1	-1.14485203244047	-1.12707055777189	-1.14018147237203	-1.17179265974711	-0.432944482332461	-1.18245656216541	-1.17129757627011	0.274059226062149	-1.1848122933631	1.47162007912886	-3.1804052935001	3.45342065881766	-0.920943495655396	0.357079928245324	NA
TSC2	0.11093600458911	0.142363228957418	0.118981918748435	0.0674433763645567	2.5770900895393	0.0464613860592687	0.0681976897099139	1.94521035982717	2.44526300630235	4.46213166222071	-4.7883053808456	2.62865138591788	-1.82158250671707	0.0685183572266396	0.213989702280766
TSC22D1	0.244936069663675	1.10385624865542	0.250496595292765	1.92579228338237	1.69486621910058	0.201657274507563	1.26207906320905	0.882022839006153	0.197921627148406	2.7541124873702	-1.94787305964392	2.04793754878453	-0.951138896203159	0.341533871898784	NA
TSC22D2	2.12390197885421	2.01108440669778	3.19132588370671	3.29188588190127	1.64539317231969	1.74252373656169	2.65807092466761	2.66529673642987	1.26910215984109	6.86482261785947	0.287743986221422	1.36215605743571	0.211241571515019	0.832698773201866	0.919503481423876
TSEN2	-0.200548470662851	-0.175251965089858	-0.194082890202134	-0.235351406055039	1.73212601221829	1.05084102792841	-0.234750107476903	1.89028330979045	-0.25658959744347	2.75452313324349	-4.09100944347968	2.67611714892118	-1.52871089560817	0.126336130029172	NA
TSHR	1.63709239523515	0.377086569332905	0.353730362162739	1.04109127131909	3.16887256394829	0.968059048328428	0.303292072201148	1.97965485979861	0.276178760894101	5.31565921982404	-2.12110752768687	2.12824661001904	-0.996645556817259	0.318936584676915	0.547090719124424
TSHZ1	0.0360900893782206	0.0452170178857508	0.0383707591304799	0.02441165200358	0.392205708610066	0.652673980993762	1.06249924262856	0.313323302994361	1.04875332183575	1.74311669903522	-3.42869407340195	2.03359149284141	-1.68602892246134	0.0917902287482321	NA
